ueid,session_id,avgcqi,avgmcs,avgri,avg_rv0_tx,tbler,session_rca
17017,79973,12.85,15.04,2.48,7.25,0.0,Good UE
17025,59497,10.11,11.84,2.55,9.0,0.0,Good UE
17020,22747,11.65,16.49,1.47,6.5,0.0,Good UE
17207,199524,2.02,8.71,1.93,7.33,0.0,Channel Quality Bad
17024,107423,1.69,23.27,1.7,1.0,0.0,No_TX
17208,105097,10.68,15.12,2.51,2.75,0.0,No_TX
17207,196674,1.59,14.47,2.65,8.33,0.0,Channel Quality Bad
17207,195249,2.6,19.58,1.93,7.33,0.0,Channel Quality Bad
17207,195024,3.69,11.16,2.75,6.67,0.0,Channel Quality Bad
17123,122273,0.87,20.1,2.88,9.0,76.92,Channel Quality Bad
17024,103073,12.42,8.66,2.44,0.0,0.0,No_TX
17207,193974,3.38,14.3,2.62,8.33,0.0,Channel Quality Bad
17208,100972,10.39,6.93,2.21,2.0,0.0,No_TX
17207,193074,1.94,12.61,1.71,6.33,0.0,Channel Quality Bad
17024,97448,8.95,22.4,3.18,0.0,0.0,No_TX
17024,95648,1.24,9.49,1.22,1.0,0.0,No_TX
17024,95498,10.3,10.04,2.56,4.0,0.0,No_TX
17208,94822,9.38,17.42,2.78,2.5,0.0,No_TX
17024,93098,10.53,12.42,3.23,0.0,0.0,No_TX
17024,90998,11.06,5.09,1.4,3.0,0.0,No_TX
17024,108773,7.28,6.11,1.1,1.0,0.0,No_TX
17207,186024,2.2,15.76,2.79,7.67,0.0,Channel Quality Bad
17024,107573,10.11,13.47,2.38,2.0,0.0,No_TX
17024,107198,2.71,25.92,2.37,0.0,0.0,No_TX
17123,126623,2.04,26.15,3.77,8.0,76.92,Channel Quality Bad
17208,108172,6.57,17.6,2.33,2.25,0.0,No_TX
17207,183174,3.15,20.07,2.73,8.33,0.0,Channel Quality Bad
17123,124973,3.09,15.32,3.77,9.0,76.92,Channel Quality Bad
17024,102923,5.42,11.09,2.51,3.0,0.0,No_TX
17123,123848,3.92,14.86,1.46,7.0,76.92,Channel Quality Bad
17208,106597,11.64,11.46,2.52,3.0,0.0,No_TX
17024,101648,6.22,14.92,3.12,0.0,0.0,No_TX
17024,100298,1.41,22.65,1.67,3.0,0.0,No_TX
17208,103447,5.4,18.97,2.42,2.5,0.0,No_TX
17024,98648,11.64,26.43,1.04,3.0,0.0,No_TX
17208,102922,7.68,16.96,2.31,2.5,0.0,No_TX
17207,191649,3.32,10.75,2.23,7.33,0.0,Channel Quality Bad
17024,93023,2.06,0.91,1.12,1.0,0.0,No_TX
17123,115373,2.09,8.27,2.31,8.0,76.92,Channel Quality Bad
17207,189324,3.04,9.8,3.31,8.33,0.0,Channel Quality Bad
17024,90848,2.08,17.52,3.88,3.0,0.0,No_TX
17208,95122,3.33,12.21,1.73,3.0,0.0,No_TX
17204,75622,13.57,11.02,2.74,9.0,2.63,Good UE
17123,111923,2.17,3.14,2.27,9.0,76.92,Channel Quality Bad
17024,108173,12.57,22.44,3.6,1.0,0.0,No_TX
17208,94522,4.26,12.79,2.15,2.0,0.0,No_TX
17207,185349,2.15,11.81,2.57,5.33,0.0,Channel Quality Bad
17024,107873,8.98,18.39,1.88,2.0,0.0,No_TX
17123,108923,1.42,19.65,3.92,8.0,76.92,Channel Quality Bad
17019,56646,13.7,1.43,3.05,8.5,0.0,Good UE
17208,106447,6.98,12.66,3.1,1.75,0.0,No_TX
17019,54696,12.75,21.54,1.86,7.0,0.0,Good UE
17024,102548,8.53,5.8,3.49,4.0,0.0,No_TX
17207,195549,2.28,8.79,2.26,6.67,0.0,Channel Quality Bad
17208,101647,7.19,16.36,2.73,2.0,0.0,No_TX
17207,189999,2.82,7.8,2.29,7.67,0.0,Channel Quality Bad
17208,96172,6.53,19.14,2.53,1.75,0.0,No_TX
17208,93697,7.91,16.21,2.54,2.0,0.0,No_TX
17208,91822,10.7,11.58,2.67,1.0,0.0,No_TX
17024,92873,4.88,22.22,2.85,1.0,0.0,No_TX
17123,110198,2.05,25.83,1.25,9.0,76.92,Channel Quality Bad
17024,92123,10.38,20.52,2.39,2.0,0.0,No_TX
17208,90847,7.4,19.47,2.26,3.0,0.0,No_TX
17207,192999,4.32,6.66,2.43,7.0,0.0,Channel Quality Bad
17209,180382,9.76,10.47,3.42,8.33,0.93,Good UE
17209,179707,13.39,11.97,1.39,9.0,0.93,Good UE
17023,161856,13.77,2.49,1.8,4.0,0.0,MCS Limitation
17019,215784,11.9,14.41,3.1,8.0,0.0,Good UE
17206,142882,12.87,16.71,2.71,6.67,0.0,Good UE
17204,161483,13.98,8.61,3.22,8.5,2.63,Good UE
17022,252384,13.16,19.55,2.68,7.89,0.0,Good UE
17022,252234,9.43,16.97,2.49,8.33,0.0,Good UE
17205,306834,11.95,12.17,2.09,6.0,0.0,Good UE
17022,251934,11.3,14.92,2.48,8.11,0.0,Good UE
17019,214284,10.87,16.91,2.64,8.5,0.0,Good UE
17205,305559,11.81,14.97,1.96,5.5,0.0,Good UE
17204,159083,14.38,12.77,3.34,7.5,2.63,Good UE
17017,122932,9.8,13.85,2.61,8.0,0.0,Good UE
17205,303834,12.23,15.12,2.13,6.5,0.0,Good UE
17021,233184,10.57,13.74,2.02,7.78,0.0,Good UE
17022,250509,13.25,15.5,3.02,7.11,0.0,Good UE
17022,250434,12.06,13.91,2.17,7.67,0.0,Good UE
17209,176032,9.97,13.38,2.13,7.0,0.93,Good UE
17025,175956,10.63,4.37,3.08,8.5,0.0,Good UE
17204,158108,10.85,3.26,2.15,8.5,2.63,Good UE
17205,302709,12.31,12.9,3.42,7.5,0.0,Good UE
17019,211209,11.32,10.87,1.76,7.5,0.0,Good UE
17204,157358,13.57,12.94,2.32,6.0,2.63,Good UE
17023,157056,8.91,2.59,2.84,9.0,0.0,MCS Limitation
17022,247734,13.4,13.42,2.43,7.89,0.0,Good UE
17023,156756,13.63,2.59,3.13,9.0,0.0,MCS Limitation
17017,120157,13.07,16.51,2.67,7.25,0.0,Good UE
17019,209634,11.53,9.48,2.39,4.0,0.0,Good UE
17205,300609,14.67,4.53,2.45,8.0,0.0,Good UE
17204,154958,14.31,9.86,3.13,6.0,2.63,Good UE
17021,229209,10.62,13.3,2.46,8.0,0.0,Good UE
17018,119106,11.92,10.51,2.12,8.67,0.0,Good UE
17206,136882,11.17,9.45,1.59,7.67,0.0,Good UE
17022,245784,13.26,10.55,2.38,7.44,0.0,Good UE
17023,154356,6.31,0.36,2.2,9.0,0.0,MCS Limitation
17023,154206,9.0,4.36,3.9,8.0,0.0,MCS Limitation
17020,135156,9.88,23.66,3.11,6.0,0.0,Good UE
17020,134781,11.25,11.54,1.93,7.0,0.0,Good UE
17018,116631,13.33,20.06,2.31,7.67,0.0,Good UE
17023,153156,13.88,1.36,2.54,6.0,0.0,MCS Limitation
17021,225984,12.01,13.26,2.78,7.67,0.0,Good UE
17017,115282,11.35,16.36,1.68,7.25,0.0,Good UE
17018,115656,13.88,17.27,1.98,8.67,0.0,Good UE
17164,277284,11.64,3.32,2.58,9.0,0.0,MCS Limitation
17023,151956,9.47,0.16,1.41,7.0,0.0,MCS Limitation
17021,224109,12.19,12.9,2.76,7.33,0.0,Good UE
17204,150008,14.23,13.17,1.77,6.0,2.63,Good UE
17206,131107,13.28,8.54,2.35,6.0,0.0,Good UE
17018,113331,8.78,13.53,2.22,8.0,0.0,Good UE
17018,113181,13.32,9.68,2.27,8.33,0.0,Good UE
17017,112657,13.33,22.61,2.23,6.25,0.0,Good UE
17209,165982,11.42,5.8,3.28,6.0,0.93,Good UE
17205,293784,9.65,14.23,2.21,9.0,0.0,Good UE
17017,111607,10.53,10.08,2.8,6.25,0.0,Good UE
17023,148956,6.35,3.85,2.44,9.0,0.0,MCS Limitation
17020,129981,12.11,19.52,2.88,6.0,0.0,Good UE
17022,253209,11.85,16.48,2.45,6.67,0.0,Good UE
17023,147006,6.75,3.19,1.56,9.0,0.0,MCS Limitation
17164,289209,13.09,1.99,1.39,9.0,0.0,MCS Limitation
17025,178731,14.45,19.23,2.05,8.5,0.0,Good UE
17019,215484,13.52,23.63,2.14,5.0,0.0,Good UE
17021,218484,11.89,14.18,2.76,8.0,0.0,Good UE
17017,126757,13.84,20.05,2.07,7.5,0.0,Good UE
17025,177381,8.09,2.21,2.79,8.0,0.0,Good UE
17022,248859,12.27,13.15,2.33,7.11,0.0,Good UE
17018,124281,10.77,17.13,2.62,8.33,0.0,Good UE
17025,177081,13.42,15.6,2.79,8.5,0.0,Good UE
17204,161708,10.33,24.2,2.14,8.5,2.63,Good UE
17209,178132,10.23,8.91,3.03,8.0,0.93,Good UE
17164,284334,6.74,3.54,3.18,8.0,0.0,MCS Limitation
17018,121581,13.56,13.12,1.57,8.67,0.0,Good UE
17025,171681,12.68,12.89,2.27,5.0,0.0,Good UE
17017,121282,13.2,10.74,2.06,7.25,0.0,Good UE
17017,120532,11.9,19.9,3.62,7.0,0.0,Good UE
17019,206859,12.1,9.71,2.08,5.0,0.0,Good UE
17022,241284,11.72,12.6,2.3,6.78,0.0,Good UE
17021,226134,12.65,13.61,2.28,6.22,0.0,Good UE
17204,153533,10.29,18.66,2.31,6.0,2.63,Good UE
17023,151356,7.82,1.56,1.2,7.0,0.0,MCS Limitation
17018,115881,12.5,9.76,1.78,8.0,0.0,Good UE
17025,165006,12.78,14.95,2.95,6.0,0.0,Good UE
17018,114231,11.52,12.62,2.96,8.33,0.0,Good UE
17025,163656,12.32,16.05,2.49,7.5,0.0,Good UE
17020,132681,14.57,9.49,3.28,6.0,0.0,Good UE
17023,148731,13.46,0.97,2.95,9.0,0.0,MCS Limitation
17209,165907,10.28,14.2,2.15,7.67,0.93,Good UE
17022,237459,10.9,15.0,2.98,6.67,0.0,Good UE
17017,111532,12.47,15.98,3.07,7.75,0.0,Good UE
17017,110782,10.5,13.29,2.9,7.0,0.0,Good UE
17017,109207,12.33,17.95,2.4,7.25,0.0,Good UE
17209,180607,8.25,15.6,2.24,8.33,0.93,Good UE
17209,179857,12.39,19.76,2.95,8.67,0.93,Good UE
17017,126232,8.97,19.94,2.69,8.25,0.0,Good UE
17021,234084,11.97,13.56,2.17,7.89,0.0,Good UE
17164,287934,8.6,3.58,2.97,8.0,0.0,MCS Limitation
17206,143332,12.08,3.57,1.81,6.67,0.0,Good UE
17204,162608,12.69,13.27,1.84,7.0,2.63,Good UE
17017,125407,11.78,11.95,2.32,7.0,0.0,Good UE
17022,250959,11.69,18.56,2.91,6.67,0.0,Good UE
17023,161631,7.3,3.1,3.76,6.0,0.0,MCS Limitation
17019,215259,12.38,4.9,1.71,8.5,0.0,Good UE
17206,141982,11.86,11.68,2.92,7.0,0.0,Good UE
17022,249084,12.55,15.1,2.79,6.89,0.0,Good UE
17018,122031,11.99,18.77,2.91,6.33,0.0,Good UE
17022,249009,11.59,16.06,2.57,8.11,0.0,Good UE
17023,158856,13.14,2.13,3.59,9.0,0.0,MCS Limitation
17020,139956,10.94,14.17,2.8,8.0,0.0,Good UE
17018,121356,12.55,16.86,1.91,8.33,0.0,Good UE
17022,248184,11.74,12.74,2.1,7.56,0.0,Good UE
17206,140107,11.72,9.4,2.75,7.33,0.0,Good UE
17205,304134,13.14,17.42,3.79,6.5,0.0,Good UE
17021,229059,11.92,14.49,2.44,7.78,0.0,Good UE
17204,157283,12.52,10.85,2.82,7.5,2.63,Good UE
17205,301134,9.2,10.48,1.88,8.0,0.0,Good UE
17022,245709,12.76,14.39,2.7,6.67,0.0,Good UE
17025,170856,14.13,20.69,2.71,9.0,0.0,Good UE
17209,172357,13.93,12.31,2.71,8.33,0.93,Good UE
17022,245409,12.1,12.2,2.52,7.67,0.0,Good UE
17017,117982,11.7,11.61,2.13,7.0,0.0,Good UE
17021,225909,12.42,16.56,2.22,6.78,0.0,Good UE
17164,280959,6.4,2.7,1.31,9.0,0.0,MCS Limitation
17019,208509,10.96,7.0,1.98,6.5,0.0,Good UE
17164,279459,13.55,0.09,3.9,7.0,0.0,MCS Limitation
17204,153908,6.57,20.92,2.73,8.0,2.63,Good UE
17017,116857,14.07,11.95,2.97,6.25,0.0,Good UE
17209,169582,12.97,14.99,2.68,5.67,0.93,Good UE
17025,168681,11.39,14.69,2.94,6.5,0.0,Good UE
17020,133881,12.38,9.42,2.46,5.5,0.0,Good UE
17022,241884,12.36,15.25,2.91,7.33,0.0,Good UE
17022,240684,11.91,17.21,2.61,6.22,0.0,Good UE
17020,132231,10.79,10.87,2.59,7.5,0.0,Good UE
17021,220734,11.53,10.3,2.15,7.11,0.0,Good UE
17204,148208,13.81,23.13,1.5,6.5,2.63,Good UE
17017,109957,13.43,14.58,2.27,7.75,0.0,Good UE
17023,145206,9.54,3.59,3.77,9.0,0.0,MCS Limitation
17018,108981,10.26,13.08,2.42,8.0,0.0,Good UE
17018,126456,11.77,17.8,3.03,7.33,0.0,Good UE
17025,179106,12.87,14.97,2.91,9.0,0.0,Good UE
17018,124956,14.09,10.91,2.47,6.67,0.0,Good UE
17025,177681,14.44,20.57,1.97,8.0,0.0,Good UE
17209,174307,11.37,12.83,2.11,7.0,0.93,Good UE
17206,138832,12.38,12.34,2.92,8.33,0.0,Good UE
17019,210384,14.15,6.69,3.78,7.0,0.0,Good UE
17209,173632,13.42,20.08,2.22,6.33,0.93,Good UE
17209,173257,12.91,11.96,2.81,7.33,0.93,Good UE
17018,119781,11.07,13.43,2.68,7.0,0.0,Good UE
17204,153683,10.46,7.1,1.92,7.5,2.63,Good UE
17205,298659,11.26,9.76,1.8,6.0,0.0,Good UE
17206,133582,12.29,16.63,2.74,6.0,0.0,Good UE
17018,114006,11.46,7.59,2.6,9.0,0.0,Good UE
17204,149108,11.74,10.29,2.86,6.0,2.63,Good UE
17204,147758,9.52,7.15,2.76,8.0,2.63,Good UE
17025,177981,13.4,14.21,1.99,9.0,0.0,Good UE
17204,160133,12.01,15.85,3.48,6.5,2.63,Good UE
17020,140931,13.83,23.24,2.22,6.0,0.0,Good UE
17020,138831,11.14,1.77,2.76,6.5,0.0,Good UE
17025,166206,10.47,11.83,2.28,7.0,0.0,Good UE
17204,152483,12.61,14.54,1.67,8.5,2.63,Good UE
17209,168307,11.15,19.24,2.47,7.33,0.93,Good UE
17017,115057,12.12,11.96,2.65,7.25,0.0,Good UE
17019,200559,11.86,10.33,1.89,6.0,0.0,Good UE
17206,127732,13.2,8.94,1.78,7.67,0.0,Good UE
17019,215559,12.17,21.12,2.16,7.5,0.0,Good UE
17025,176256,11.2,11.95,2.0,8.5,0.0,Good UE
17205,307359,10.56,14.33,2.19,7.5,0.0,Good UE
17209,174007,14.13,15.66,2.09,6.33,0.93,Good UE
17020,136956,12.9,15.84,2.22,5.5,0.0,Good UE
17204,152108,14.18,13.13,1.29,8.0,2.63,Good UE
17020,133956,13.93,21.02,2.63,9.0,0.0,Good UE
17020,133056,12.4,8.78,2.92,8.5,0.0,Good UE
17017,113782,12.28,16.05,2.51,8.0,0.0,Good UE
17018,111831,14.49,22.29,2.93,8.0,0.0,Good UE
17017,110332,9.42,17.16,2.95,7.25,0.0,Good UE
17123,144683,1.27,1.39,2.22,8.0,76.92,Channel Quality Bad
17208,162082,8.01,16.83,2.05,1.0,0.0,No_TX
17207,179333,0.61,13.59,1.87,8.0,0.0,Channel Quality Bad
17207,178133,3.38,12.3,3.72,8.67,0.0,Channel Quality Bad
17123,142508,2.45,11.29,2.41,5.0,76.92,Channel Quality Bad
17207,177908,2.25,17.83,2.81,7.33,0.0,Channel Quality Bad
17024,269184,13.46,0.77,3.14,4.0,0.0,No_TX
17208,159607,11.0,10.0,2.04,1.25,0.0,No_TX
17024,268734,13.89,12.52,1.18,4.0,0.0,No_TX
17208,159007,10.12,5.1,2.48,2.25,0.0,No_TX
17123,138833,0.06,22.93,1.1,9.0,76.92,Channel Quality Bad
17024,266109,1.72,25.44,1.16,3.0,0.0,No_TX
17123,137783,4.71,4.9,2.57,8.0,76.92,Channel Quality Bad
17123,135908,4.84,4.74,3.49,5.0,76.92,Channel Quality Bad
17207,173333,2.38,8.49,1.77,5.33,0.0,Channel Quality Bad
17123,135383,2.55,13.99,2.97,7.0,76.92,Channel Quality Bad
17024,264234,2.71,9.67,2.84,3.0,0.0,No_TX
17208,154357,9.19,18.43,2.38,3.0,0.0,No_TX
17207,172358,2.92,13.22,2.42,7.67,0.0,Channel Quality Bad
17207,172283,4.36,3.64,2.72,8.33,0.0,Channel Quality Bad
17024,263259,0.94,21.0,1.92,3.0,0.0,No_TX
17123,132908,3.43,22.83,3.4,8.0,76.92,Channel Quality Bad
17024,261384,13.7,25.16,2.01,4.0,0.0,No_TX
17123,132383,1.1,10.95,3.66,9.0,76.92,Channel Quality Bad
17024,256584,10.93,9.36,2.54,1.0,0.0,No_TX
17208,147307,6.54,8.25,2.3,2.25,0.0,No_TX
17207,165158,1.9,9.32,3.31,7.33,0.0,Channel Quality Bad
17123,142358,2.84,21.3,1.72,7.0,76.92,Channel Quality Bad
17207,181433,3.74,14.26,1.9,8.33,0.0,Channel Quality Bad
17024,268209,11.74,19.39,2.41,4.0,0.0,No_TX
17024,267309,14.14,10.29,2.63,4.0,0.0,No_TX
17207,179633,3.75,5.28,2.32,6.33,0.0,Channel Quality Bad
17123,138308,3.0,8.37,1.74,7.0,76.92,Channel Quality Bad
17209,175357,11.76,20.72,2.5,8.33,0.93,Good UE
17207,177233,1.82,12.35,2.77,8.0,0.0,Channel Quality Bad
17207,174608,2.91,14.88,2.53,9.0,0.0,Channel Quality Bad
17207,170783,2.28,23.17,2.6,7.0,0.0,Channel Quality Bad
17208,150457,7.53,20.98,2.62,2.0,0.0,No_TX
17208,150007,12.47,16.93,3.41,1.0,0.0,No_TX
17208,149257,5.28,14.4,3.49,1.75,0.0,No_TX
17123,128708,3.88,5.58,3.74,9.0,76.92,Channel Quality Bad
17207,166433,1.96,14.18,2.94,7.33,0.0,Channel Quality Bad
17207,165908,1.82,16.3,3.28,6.67,0.0,Channel Quality Bad
17207,165533,1.2,12.29,2.45,8.0,0.0,Channel Quality Bad
17024,269634,14.6,24.36,3.45,4.0,0.0,No_TX
17024,269409,2.54,10.16,1.5,3.0,0.0,No_TX
17024,266709,11.06,7.61,3.13,3.0,0.0,No_TX
17208,160957,10.1,15.63,1.97,1.5,0.0,No_TX
17208,160732,4.7,21.17,2.49,2.0,0.0,No_TX
17207,179483,1.04,14.83,2.68,7.33,0.0,Channel Quality Bad
17024,265134,0.84,0.42,1.18,4.0,0.0,No_TX
17025,174756,9.68,12.4,2.95,7.5,0.0,Good UE
17123,140033,1.12,5.57,2.73,9.0,76.92,Channel Quality Bad
17019,212109,10.93,8.99,2.9,6.5,0.0,Good UE
17208,158107,6.04,13.06,2.33,1.5,0.0,No_TX
17024,263334,3.89,17.09,2.36,2.0,0.0,No_TX
17208,157957,8.06,9.88,3.1,1.75,0.0,No_TX
17123,138233,2.48,7.7,2.26,5.0,76.92,Channel Quality Bad
17024,260259,10.51,3.34,1.52,0.0,0.0,No_TX
17207,169583,3.18,15.97,2.96,7.0,0.0,Channel Quality Bad
17208,147832,6.48,10.77,2.22,1.0,0.0,No_TX
17021,235409,11.06,12.74,2.01,6.67,0.0,Good UE
17022,253784,12.74,16.95,2.75,7.0,0.0,Good UE
17020,144281,13.92,4.11,2.67,9.0,0.0,Good UE
17164,289784,8.0,0.42,2.63,9.0,0.0,MCS Limitation
17023,162131,8.49,4.54,4.0,9.0,0.0,MCS Limitation
17017,125907,12.31,14.1,2.6,8.0,0.0,Good UE
17209,180507,13.54,13.28,2.64,8.0,0.93,Good UE
17206,144057,11.66,17.38,2.23,7.67,0.0,Good UE
17017,125157,10.83,10.76,2.42,8.5,0.0,Good UE
17018,123956,12.43,8.26,2.1,7.67,0.0,Good UE
17164,288434,11.59,0.18,3.7,9.0,0.0,MCS Limitation
17018,123881,13.23,12.31,2.53,7.33,0.0,Good UE
17205,305759,11.59,14.3,1.66,8.5,0.0,Good UE
17017,122757,10.13,6.46,3.07,7.25,0.0,Good UE
17018,121031,13.26,14.32,3.29,7.33,0.0,Good UE
17022,248609,12.35,12.29,2.61,7.78,0.0,Good UE
17020,141506,9.48,9.3,2.65,8.0,0.0,Good UE
17019,211034,11.75,5.99,2.39,8.5,0.0,Good UE
17020,141431,12.06,18.18,1.56,7.0,0.0,Good UE
17019,210884,12.24,22.03,2.99,7.5,0.0,Good UE
17022,248084,11.47,14.09,2.27,6.89,0.0,Good UE
17205,303509,11.35,11.8,1.98,7.0,0.0,Good UE
17164,285059,7.42,4.0,1.46,5.0,0.0,MCS Limitation
17023,156206,7.17,0.81,2.54,5.0,0.0,MCS Limitation
17021,229184,9.54,12.78,2.36,7.44,0.0,Good UE
17209,174807,11.31,14.07,2.7,6.67,0.93,Good UE
17023,154631,12.39,3.2,2.8,5.0,0.0,MCS Limitation
17019,206384,11.14,4.76,2.08,9.0,0.0,Good UE
17206,136557,8.66,11.48,2.75,8.0,0.0,Good UE
17209,172257,13.74,15.44,3.37,6.0,0.93,Good UE
17206,136332,14.04,16.78,2.7,7.67,0.0,Good UE
17017,117882,11.97,17.68,2.18,7.75,0.0,Good UE
17205,299534,13.16,1.92,1.41,7.0,0.0,Good UE
17023,152306,9.52,1.1,2.87,8.0,0.0,MCS Limitation
17209,171582,10.25,17.41,2.24,8.33,0.93,Good UE
17025,169781,7.66,17.64,2.09,6.0,0.0,Good UE
17017,117132,13.08,15.17,2.89,8.0,0.0,Good UE
17206,134457,12.45,6.24,2.71,8.0,0.0,Good UE
17021,223859,12.55,11.3,2.58,7.67,0.0,Good UE
17204,150058,14.49,7.81,2.67,8.5,2.63,Good UE
17205,296909,13.99,15.6,3.2,4.5,0.0,Good UE
17204,148033,10.75,15.54,3.44,7.0,2.63,Good UE
17021,222509,10.71,12.01,2.78,7.33,0.0,Good UE
17022,240284,12.46,12.25,3.3,7.78,0.0,Good UE
17023,148556,14.31,0.03,2.02,9.0,0.0,MCS Limitation
17209,167607,12.58,16.03,2.96,7.67,0.93,Good UE
17017,113007,13.4,13.01,3.24,6.0,0.0,Good UE
17022,239534,11.64,13.68,2.37,5.67,0.0,Good UE
17018,109631,12.35,16.35,2.29,7.67,0.0,Good UE
17020,132506,11.4,14.19,3.09,8.5,0.0,Good UE
17017,111957,11.44,11.43,2.76,7.75,0.0,Good UE
17209,166782,11.12,18.18,2.32,8.33,0.93,Good UE
17025,163931,13.8,13.94,2.85,5.5,0.0,Good UE
17209,165207,12.42,15.49,2.87,7.0,0.93,Good UE
17206,127107,12.89,17.86,3.63,8.0,0.0,Good UE
17019,215984,13.21,23.25,3.11,8.5,0.0,Good UE
17022,253934,11.16,12.2,2.56,7.22,0.0,Good UE
17209,180582,13.95,15.23,2.54,7.0,0.93,Good UE
17164,273959,9.71,0.48,3.86,9.0,0.0,MCS Limitation
17023,161981,12.26,2.12,1.18,5.0,0.0,MCS Limitation
17022,253334,12.75,14.1,2.33,8.11,0.0,Good UE
17018,122231,12.2,11.09,2.44,7.67,0.0,Good UE
17204,157783,11.92,15.25,3.28,8.5,2.63,Good UE
17023,160331,9.22,3.57,2.8,8.0,0.0,MCS Limitation
17017,125232,12.93,18.08,2.97,8.0,0.0,Good UE
17022,252059,12.3,15.75,2.66,7.67,0.0,Good UE
17164,272909,11.01,4.0,3.62,8.0,0.0,MCS Limitation
17209,176607,13.04,14.88,2.46,8.33,0.93,Good UE
17023,157931,14.64,3.98,3.4,7.0,0.0,MCS Limitation
17209,175482,13.57,15.1,1.99,8.33,0.93,Good UE
17204,155233,12.14,11.59,2.84,7.5,2.63,Good UE
17204,154858,9.45,18.03,1.51,9.0,2.63,Good UE
17023,156506,14.17,1.95,3.64,7.0,0.0,MCS Limitation
17020,144656,14.28,0.38,1.26,8.0,0.0,Good UE
17164,288209,12.91,3.83,1.28,9.0,0.0,MCS Limitation
17022,249734,11.83,16.09,2.73,7.22,0.0,Good UE
17209,173832,12.96,15.81,3.57,9.0,0.93,Good UE
17206,137532,11.96,10.14,2.49,8.33,0.0,Good UE
17021,231884,13.34,10.33,2.16,7.33,0.0,Good UE
17020,142931,12.35,22.27,2.49,8.0,0.0,Good UE
17021,231809,12.88,15.15,2.81,7.56,0.0,Good UE
17023,155081,8.19,1.15,2.84,7.0,0.0,MCS Limitation
17020,141881,14.02,14.04,1.36,8.0,0.0,Good UE
17209,172857,10.72,15.91,1.76,8.33,0.93,Good UE
17022,248384,11.19,13.93,2.11,6.56,0.0,Good UE
17017,118257,11.33,14.19,2.77,7.5,0.0,Good UE
17204,151183,14.08,1.56,2.66,8.0,2.63,Good UE
17022,247559,10.65,16.07,2.25,7.89,0.0,Good UE
17164,285134,13.06,3.76,2.57,6.0,0.0,MCS Limitation
17020,140456,8.77,10.5,2.12,6.0,0.0,Good UE
17206,135507,9.97,14.07,2.74,8.0,0.0,Good UE
17205,301034,5.56,2.6,2.72,6.5,0.0,Good UE
17206,133257,12.55,3.56,1.81,7.67,0.0,Good UE
17205,296609,12.97,24.28,2.13,9.0,0.0,Good UE
17021,224834,11.88,16.81,2.87,7.11,0.0,Good UE
17023,147206,12.16,1.56,1.49,9.0,0.0,MCS Limitation
17206,131082,11.12,11.4,2.65,7.33,0.0,Good UE
17023,146831,11.2,2.57,1.33,7.0,0.0,MCS Limitation
17022,238184,12.7,13.45,2.21,7.22,0.0,Good UE
17025,168056,13.66,8.69,2.44,6.5,0.0,Good UE
17019,202259,8.37,17.71,2.32,6.5,0.0,Good UE
17023,145331,9.01,0.08,3.64,9.0,0.0,MCS Limitation
17206,129432,10.9,11.08,2.28,8.0,0.0,Good UE
17020,131381,11.36,7.95,2.58,9.0,0.0,Good UE
17206,129132,11.06,10.72,2.47,8.33,0.0,Good UE
17021,218384,13.14,13.18,2.33,7.44,0.0,Good UE
17164,275159,10.81,2.64,1.13,9.0,0.0,MCS Limitation
17018,124556,13.75,16.2,2.72,6.0,0.0,Good UE
17206,145032,13.59,19.41,2.57,7.0,0.0,Good UE
17023,160406,11.33,2.88,1.58,8.0,0.0,MCS Limitation
17164,290009,11.33,3.24,1.31,8.0,0.0,MCS Limitation
17164,289934,9.49,0.98,2.91,8.0,0.0,MCS Limitation
17018,122906,14.03,5.35,2.14,8.67,0.0,Good UE
17206,144282,13.84,18.76,2.8,8.0,0.0,Good UE
17022,248684,9.99,13.98,2.49,7.22,0.0,Good UE
17018,121481,9.86,10.93,2.26,8.0,0.0,Good UE
17204,157258,9.24,15.68,2.99,6.5,2.63,Good UE
17022,247109,10.93,14.32,2.83,6.89,0.0,Good UE
17205,302309,14.46,18.39,3.27,8.5,0.0,Good UE
17022,245609,12.54,9.88,2.35,7.11,0.0,Good UE
17018,119831,12.04,20.75,3.33,7.33,0.0,Good UE
17023,157106,11.1,0.23,2.49,9.0,0.0,MCS Limitation
17206,138882,8.93,16.59,2.63,8.33,0.0,Good UE
17025,174956,12.55,6.0,1.77,6.5,0.0,Good UE
17209,175557,10.3,14.63,2.36,8.67,0.93,Good UE
17021,228209,12.38,13.5,2.12,7.11,0.0,Good UE
17164,283184,8.46,4.27,2.32,8.0,0.0,MCS Limitation
17021,227009,12.9,16.06,2.23,8.44,0.0,Good UE
17019,209234,14.53,17.02,1.63,6.5,0.0,Good UE
17021,226184,11.98,15.38,2.41,7.44,0.0,Good UE
17017,115182,9.05,13.1,2.01,7.5,0.0,Good UE
17022,242084,13.5,11.19,2.43,7.33,0.0,Good UE
17019,207209,9.9,11.18,3.2,7.0,0.0,Good UE
17020,135581,8.98,18.59,2.85,8.0,0.0,Good UE
17017,115107,13.06,14.4,2.72,8.25,0.0,Good UE
17022,241109,13.19,17.15,2.87,6.44,0.0,Good UE
17022,240959,12.33,14.71,2.62,7.11,0.0,Good UE
17164,278759,12.25,1.75,1.56,7.0,0.0,MCS Limitation
